Dates,Duration,Max_EDf5,Max30,Total_mm
2000-10-24 - 2000-10-26,31.166666666666668,20.3,19.1,65.80000000000001
2000-12-19 - 2000-12-20,19.666666666666668,18.9,11.399999999999999,50.6
