Dates,Duration,Max_EDf5,Max30,Total_mm
2006-12-26 - 2006-12-27,32.0,20.799999999999997,9.5,75.69999999999999
2007-01-06 - 2007-01-07,29.166666666666668,18.7,15.399999999999999,43.3
