Dates,Duration,Max_EDf5,Max30,Total_mm
2020-11-04 - 2020-11-05,19.666666666666668,25.0,41.8,48.4
2020-11-20 - 2020-11-21,21.166666666666668,45.51428571428571,81.8,104.69999999999999
2020-11-25 - 2020-11-26,26.666666666666668,19.95,47.599999999999994,49.39999999999999
2020-12-15 - 2020-12-18,53.833333333333336,7.1647058823529415,19.0,70.5
2021-02-16 - 2021-02-19,73.16666666666667,5.236363636363636,13.999999999999996,108.0
