Dates,Duration,Max_EDf5,Max30,Total_mm
2015-12-17 - 2015-12-18,26.0,9.2,6.800000000000001,49.699999999999996
2016-02-21 - 2016-02-22,29.833333333333332,16.9,7.7,42.0
