Dates,Duration,Max_EDf5,Max30,Total_mm
2008-12-23 - 2008-12-24,13.333333333333334,26.4,33.199999999999996,72.2
2009-02-27 - 2009-02-28,22.333333333333332,8.657142857142858,16.2,41.10000000000001
