Dates,Duration,Max_EDf5,Max30,Total_mm
2019-12-25 - 2019-12-28,69.83333333333333,4.4,17.0,103.3
2020-01-04 - 2020-01-05,26.666666666666668,21.150000000000002,28.6,61.900000000000006
2020-01-08 - 2020-01-10,41.0,12.692307692307693,27.200000000000003,86.7
2020-01-18 - 2020-01-20,39.833333333333336,11.450000000000001,19.400000000000002,101.00000000000001
2020-01-21 - 2020-01-22,24.333333333333332,13.200000000000001,16.6,51.400000000000006
2020-03-12 - 2020-03-14,28.833333333333332,8.066666666666666,12.0,40.7
