Dates,Duration,Max_EDf5,Max30,Total_mm
2011-11-17 - 2011-11-20,53.666666666666664,3.176470588235294,12.600000000000001,59.1
2012-01-01 - 2012-01-03,27.166666666666668,12.733333333333334,33.2,52.5
2012-01-13 - 2012-01-14,33.666666666666664,6.327272727272728,19.2,47.900000000000006
2012-02-01 - 2012-02-02,22.666666666666668,10.028571428571428,16.0,60.0
2012-02-28 - 2012-03-04,112.0,3.0,13.199999999999998,87.0
