Dates,Duration,Max_EDf5,Max30,Total_mm
2000-01-03 - 2000-01-06,68.66666666666667,56.5,19.700000000000003,155.9
2000-01-26 - 2000-01-28,49.5,18.599999999999998,5.4,84.89999999999999
