Dates,Duration,Max_EDf5,Max30,Total_mm
2018-01-24 - 2018-01-26,50.0,6.960000000000001,19.8,70.30000000000001
2018-02-16 - 2018-02-18,25.333333333333332,10.875,20.200000000000003,51.89999999999999
