Dates,Duration,Max_EDf5,Max30,Total_mm
2007-11-20 - 2007-11-22,59.5,5.5,20.0,90.2
2008-01-29 - 2008-01-31,43.833333333333336,6.3428571428571425,15.6,56.0
2008-02-14 - 2008-02-15,29.0,13.333333333333334,23.199999999999996,55.7
