Dates,Duration,Max_EDf5,Max30,Total_mm
2016-12-01 - 2016-12-02,27.166666666666668,12.800000000000002,20.4,93.0
2016-12-27 - 2016-12-28,22.666666666666668,7.885714285714284,9.399999999999999,48.1
2017-02-13 - 2017-02-16,59.666666666666664,3.266666666666667,10.200000000000001,55.900000000000006
