Dates,Duration,Max_EDf5,Max30,Total_mm
2012-12-20 - 2012-12-22,35.166666666666664,10.7,9.2,51.300000000000004
2013-01-05 - 2013-01-06,17.166666666666668,24.099999999999998,16.299999999999997,84.9
2013-01-06 - 2013-01-10,86.0,36.9,12.900000000000002,115.4
2013-01-30 - 2013-02-02,71.83333333333333,16.6,6.300000000000001,87.0
