Dates,Duration,Max_EDf5,Max30,Total_mm
2021-11-18 - 2021-11-20,50.0,14.52,35.0,71.5
2021-12-16 - 2021-12-18,39.5,5.35,19.400000000000002,61.400000000000006
2021-12-20 - 2021-12-22,60.0,12.533333333333331,27.6,172.7
2022-01-13 - 2022-01-16,67.66666666666667,6.257142857142858,19.8,104.69999999999999
2022-01-26 - 2022-01-29,68.66666666666667,3.8857142857142857,12.0,87.3
2022-03-23 - 2022-03-25,29.166666666666668,8.733333333333333,12.399999999999999,45.5
