Dates,Duration,Max_EDf5,Max30,Total_mm
2001-12-04 - 2001-12-06,40.166666666666664,27.0,11.900000000000002,119.5
2002-01-07 - 2002-01-09,62.666666666666664,41.8,13.5,109.1
