Dates,Duration,Max_EDf5,Max30,Total_mm
2013-12-10 - 2013-12-12,44.833333333333336,9.042857142857143,18.6,53.3
2013-12-12 - 2013-12-14,49.333333333333336,9.48,16.4,156.7
2014-03-12 - 2014-03-13,33.666666666666664,9.98181818181818,19.6,58.5
