Time,mm/10-min
2014-11-16 02:00:00,0.0
2014-11-16 02:10:00,0.2
2014-11-16 02:20:00,1.5
2014-11-16 02:30:00,2.5
2014-11-16 02:40:00,4.9
2014-11-16 02:50:00,6.8
2014-11-16 03:00:00,0.2
2014-11-16 03:10:00,0.0
2014-11-16 03:20:00,0.0
2014-11-16 03:30:00,0.0
2014-11-16 03:40:00,0.0
2014-11-16 03:50:00,0.0
2014-11-16 04:00:00,0.0
2014-11-16 04:10:00,0.0
2014-11-16 04:20:00,0.0
2014-11-16 04:30:00,0.0
2014-11-16 04:40:00,0.1
2014-11-16 04:50:00,10.8
2014-11-16 05:00:00,5.8
2014-11-16 05:10:00,2.5
2014-11-16 05:20:00,3.0
2014-11-16 05:30:00,2.7
2014-11-16 05:40:00,1.0
2014-11-16 05:50:00,0.7
2014-11-16 06:00:00,0.2
2014-11-16 06:10:00,0.4
2014-11-16 06:20:00,0.3
2014-11-16 06:30:00,0.7
2014-11-16 06:40:00,0.7
2014-11-16 06:50:00,0.5
2014-11-16 07:00:00,0.2
2014-11-16 07:10:00,0.6
2014-11-16 07:20:00,0.9
2014-11-16 07:30:00,0.5
2014-11-16 07:40:00,0.2
2014-11-16 07:50:00,0.0
2014-11-16 08:00:00,0.1
2014-11-16 08:10:00,0.0
2014-11-16 08:20:00,0.0
2014-11-16 08:30:00,0.2
2014-11-16 08:40:00,0.9
2014-11-16 08:50:00,0.8
2014-11-16 09:00:00,0.6
2014-11-16 09:10:00,0.2
2014-11-16 09:20:00,0.0
