Time,mm/10-min
2010-02-25 17:30:00,0.0
2010-02-25 17:40:00,0.3
2010-02-25 17:50:00,0.2
2010-02-25 18:00:00,1.8
2010-02-25 18:10:00,0.1
2010-02-25 18:20:00,0.6
2010-02-25 18:30:00,0.8
2010-02-25 18:40:00,0.2
2010-02-25 18:50:00,0.2
2010-02-25 19:00:00,0.5
2010-02-25 19:10:00,0.8
2010-02-25 19:20:00,4.5
2010-02-25 19:30:00,2.9
2010-02-25 19:40:00,2.5
2010-02-25 19:50:00,1.8
2010-02-25 20:00:00,1.5
2010-02-25 20:10:00,3.8
2010-02-25 20:20:00,1.0
2010-02-25 20:30:00,1.7
2010-02-25 20:40:00,1.0
2010-02-25 20:50:00,1.7
2010-02-25 21:00:00,4.9
2010-02-25 21:10:00,2.3
2010-02-25 21:20:00,0.7
2010-02-25 21:30:00,2.4
2010-02-25 21:40:00,5.9
2010-02-25 21:50:00,0.2
2010-02-25 22:00:00,0.3
2010-02-25 22:10:00,0.1
2010-02-25 22:20:00,0.0
2010-02-25 22:30:00,0.1
2010-02-25 22:40:00,0.0
2010-02-25 22:50:00,0.0
2010-02-25 23:00:00,3.1
2010-02-25 23:10:00,1.6
2010-02-25 23:20:00,1.1
2010-02-25 23:30:00,0.9
2010-02-25 23:40:00,0.8
2010-02-25 23:50:00,0.2
2010-02-26 00:00:00,0.1
2010-02-26 00:10:00,0.0
2010-02-26 00:20:00,0.2
2010-02-26 00:30:00,0.0
2010-02-26 00:40:00,0.1
2010-02-26 00:50:00,0.0
2010-02-26 01:00:00,0.0
2010-02-26 01:10:00,0.0
2010-02-26 01:20:00,0.0
2010-02-26 01:30:00,0.0
2010-02-26 01:40:00,0.0
2010-02-26 01:50:00,0.0
2010-02-26 02:00:00,0.0
2010-02-26 02:10:00,0.0
2010-02-26 02:20:00,0.0
2010-02-26 02:30:00,0.0
2010-02-26 02:40:00,1.7
2010-02-26 02:50:00,5.7
2010-02-26 03:00:00,5.5
2010-02-26 03:10:00,1.9
2010-02-26 03:20:00,0.1
2010-02-26 03:30:00,0.0
2010-02-26 03:40:00,0.1
2010-02-26 03:50:00,0.0
2010-02-26 04:00:00,0.3
2010-02-26 04:10:00,4.6
2010-02-26 04:20:00,2.0
2010-02-26 04:30:00,0.0
2010-02-26 04:40:00,0.1
2010-02-26 04:50:00,1.9
2010-02-26 05:00:00,0.4
2010-02-26 05:10:00,0.0
2010-02-26 05:20:00,0.0
2010-02-26 05:30:00,0.0
2010-02-26 05:40:00,1.0
2010-02-26 05:50:00,1.4
2010-02-26 06:00:00,5.5
2010-02-26 06:10:00,0.0
2010-02-26 06:20:00,0.0
2010-02-26 06:30:00,0.0
2010-02-26 06:40:00,0.1
2010-02-26 06:50:00,0.1
2010-02-26 07:00:00,0.2
2010-02-26 07:10:00,0.0
2010-02-26 07:20:00,0.0
2010-02-26 07:30:00,0.0
2010-02-26 07:40:00,0.0
2010-02-26 07:50:00,0.4
2010-02-26 08:00:00,0.0
2010-02-26 08:10:00,1.1
2010-02-26 08:20:00,0.0
