Time,mm/10-min
2013-01-30 04:30:00,0.0
2013-01-30 04:40:00,0.5
2013-01-30 04:50:00,0.3
2013-01-30 05:00:00,0.1
2013-01-30 05:10:00,0.0
2013-01-30 05:20:00,0.0
2013-01-30 05:30:00,0.0
2013-01-30 05:40:00,0.0
2013-01-30 05:50:00,0.0
2013-01-30 06:00:00,0.0
2013-01-30 06:10:00,0.0
2013-01-30 06:20:00,0.0
2013-01-30 06:30:00,0.0
2013-01-30 06:40:00,0.0
2013-01-30 06:50:00,0.0
2013-01-30 07:00:00,0.0
2013-01-30 07:10:00,0.0
2013-01-30 07:20:00,0.0
2013-01-30 07:30:00,0.0
2013-01-30 07:40:00,0.0
2013-01-30 07:50:00,0.1
2013-01-30 08:00:00,0.1
2013-01-30 08:10:00,0.0
2013-01-30 08:20:00,0.0
2013-01-30 08:30:00,0.1
2013-01-30 08:40:00,0.5
2013-01-30 08:50:00,0.7
2013-01-30 09:00:00,0.8
2013-01-30 09:10:00,1.6
2013-01-30 09:20:00,0.7
2013-01-30 09:30:00,0.3
2013-01-30 09:40:00,0.3
2013-01-30 09:50:00,0.2
2013-01-30 10:00:00,0.1
2013-01-30 10:10:00,0.0
2013-01-30 10:20:00,0.2
2013-01-30 10:30:00,0.0
2013-01-30 10:40:00,0.0
2013-01-30 10:50:00,0.0
2013-01-30 11:00:00,0.0
2013-01-30 11:10:00,0.1
2013-01-30 11:20:00,0.0
2013-01-30 11:30:00,0.0
2013-01-30 11:40:00,0.0
2013-01-30 11:50:00,0.0
2013-01-30 12:00:00,0.0
2013-01-30 12:10:00,0.0
2013-01-30 12:20:00,0.0
2013-01-30 12:30:00,0.0
2013-01-30 12:40:00,0.1
2013-01-30 12:50:00,0.1
2013-01-30 13:00:00,0.1
2013-01-30 13:10:00,0.0
2013-01-30 13:20:00,0.0
2013-01-30 13:30:00,0.0
2013-01-30 13:40:00,0.0
2013-01-30 13:50:00,0.0
2013-01-30 14:00:00,0.0
2013-01-30 14:10:00,0.0
2013-01-30 14:20:00,0.0
2013-01-30 14:30:00,0.0
2013-01-30 14:40:00,0.0
2013-01-30 14:50:00,0.0
2013-01-30 15:00:00,0.0
2013-01-30 15:10:00,0.0
2013-01-30 15:20:00,0.0
2013-01-30 15:30:00,0.0
2013-01-30 15:40:00,0.0
2013-01-30 15:50:00,0.0
2013-01-30 16:00:00,0.0
2013-01-30 16:10:00,0.0
2013-01-30 16:20:00,0.0
2013-01-30 16:30:00,0.0
2013-01-30 16:40:00,0.0
2013-01-30 16:50:00,0.0
2013-01-30 17:00:00,0.0
2013-01-30 17:10:00,0.0
2013-01-30 17:20:00,0.0
2013-01-30 17:30:00,0.0
2013-01-30 17:40:00,0.0
2013-01-30 17:50:00,0.0
2013-01-30 18:00:00,0.0
2013-01-30 18:10:00,0.0
2013-01-30 18:20:00,4.4
2013-01-30 18:30:00,1.9
2013-01-30 18:40:00,0.0
2013-01-30 18:50:00,0.0
2013-01-30 19:00:00,0.0
2013-01-30 19:10:00,0.0
2013-01-30 19:20:00,0.0
2013-01-30 19:30:00,0.0
2013-01-30 19:40:00,0.0
2013-01-30 19:50:00,0.0
2013-01-30 20:00:00,0.0
2013-01-30 20:10:00,0.0
2013-01-30 20:20:00,0.0
2013-01-30 20:30:00,0.0
2013-01-30 20:40:00,0.0
2013-01-30 20:50:00,1.5
2013-01-30 21:00:00,1.4
2013-01-30 21:10:00,0.1
