Time,mm/10-min
2016-02-21 10:50:00,0.0
2016-02-21 11:00:00,0.4
2016-02-21 11:10:00,0.0
2016-02-21 11:20:00,0.0
2016-02-21 11:30:00,0.0
2016-02-21 11:40:00,0.0
2016-02-21 11:50:00,0.0
2016-02-21 12:00:00,0.0
2016-02-21 12:10:00,0.0
2016-02-21 12:20:00,0.0
2016-02-21 12:30:00,0.0
2016-02-21 12:40:00,0.0
2016-02-21 12:50:00,0.0
2016-02-21 13:00:00,0.0
2016-02-21 13:10:00,0.0
2016-02-21 13:20:00,0.0
2016-02-21 13:30:00,0.0
2016-02-21 13:40:00,0.0
2016-02-21 13:50:00,0.0
2016-02-21 14:00:00,0.0
2016-02-21 14:10:00,0.0
2016-02-21 14:20:00,0.0
2016-02-21 14:30:00,0.0
2016-02-21 14:40:00,0.0
2016-02-21 14:50:00,0.0
2016-02-21 15:00:00,0.0
2016-02-21 15:10:00,0.0
2016-02-21 15:20:00,0.0
2016-02-21 15:30:00,0.0
2016-02-21 15:40:00,0.9
2016-02-21 15:50:00,0.1
2016-02-21 16:00:00,0.4
2016-02-21 16:10:00,0.1
2016-02-21 16:20:00,0.0
2016-02-21 16:30:00,0.0
2016-02-21 16:40:00,0.0
2016-02-21 16:50:00,0.0
2016-02-21 17:00:00,0.0
2016-02-21 17:10:00,0.0
2016-02-21 17:20:00,0.0
2016-02-21 17:30:00,0.0
2016-02-21 17:40:00,0.0
2016-02-21 17:50:00,0.0
2016-02-21 18:00:00,0.0
2016-02-21 18:10:00,0.0
2016-02-21 18:20:00,0.2
2016-02-21 18:30:00,0.0
2016-02-21 18:40:00,0.0
2016-02-21 18:50:00,0.0
2016-02-21 19:00:00,0.0
2016-02-21 19:10:00,0.1
2016-02-21 19:20:00,0.0
2016-02-21 19:30:00,0.0
2016-02-21 19:40:00,0.0
2016-02-21 19:50:00,0.0
2016-02-21 20:00:00,0.0
2016-02-21 20:10:00,0.1
2016-02-21 20:20:00,0.0
2016-02-21 20:30:00,0.0
2016-02-21 20:40:00,0.0
2016-02-21 20:50:00,0.0
2016-02-21 21:00:00,0.0
2016-02-21 21:10:00,0.0
2016-02-21 21:20:00,0.0
2016-02-21 21:30:00,0.0
2016-02-21 21:40:00,0.0
2016-02-21 21:50:00,0.1
2016-02-21 22:00:00,0.3
2016-02-21 22:10:00,0.2
2016-02-21 22:20:00,0.3
2016-02-21 22:30:00,0.2
2016-02-21 22:40:00,0.6
2016-02-21 22:50:00,1.1
2016-02-21 23:00:00,3.8
2016-02-21 23:10:00,2.4
2016-02-21 23:20:00,0.3
2016-02-21 23:30:00,2.5
2016-02-21 23:40:00,1.5
2016-02-21 23:50:00,3.7
2016-02-22 00:00:00,0.9
2016-02-22 00:10:00,0.7
2016-02-22 00:20:00,0.0
2016-02-22 00:30:00,0.0
2016-02-22 00:40:00,0.0
2016-02-22 00:50:00,0.0
