Dates,Duration,Max_EDf5,Max30,Total_mm,Season,Baseline_max,Baseline_water,try,max_flow-perfect,Flow_reduction-perfect,water-perfect,Water_reduction-perfect,max_flow-plusMin,Flow_reduction-plusMin,water-plusMin,Water_reduction-plusMin,max_flow-swap,Flow_reduction-swap,water-swap,Water_reduction-swap,Flow_from_perfect-plusMin,Flow_from_perfect-swap,Water_from_perfect-plusMin,Water_from_perfect-swap
2010-12-12 - 2010-12-13,40.0,14.4,33.4,81.3,2010-2011,666.5888027870689,1463.5456250000127,0.33935018050541516,559.5207894000185,16.06207799161779,1463.5330850000128,0.0008568233053851242,569.8275316977611,14.515886058202605,1463.4944750000127,0.003494937166718425,561.3588954080778,15.786329884182742,1458.3375244840947,0.35585501585698304,1.8420660130957012,0.3285143363538509,-0.002638136465501365,-0.35500123428490765
2011-03-10 - 2011-03-11,40.5,4.292307692307693,13.8,40.7,2010-2011,53.556879576903725,1468.3332650000048,0.5790058317134129,30.353336629895978,43.32504643719799,1446.6359884815413,1.4776806489134058,27.430239059420508,48.78297750705825,1451.506770611924,1.145958808478046,26.008987132778188,51.43670180516921,1459.4436621826837,0.6054213324194484,-9.630234745251753,-14.312592879291236,0.3366971490523493,0.8853418415634744
2011-11-17 - 2011-11-20,53.66666666666666,3.176470588235294,12.6,59.1,2011-2012,136.30648961702596,1483.757960000007,0.5283499190002314,42.399197949235734,68.8942191465991,1483.757960000007,0.0,38.36048033013554,71.85718710978824,1483.757960000007,0.0,39.441533019289814,71.06408276663359,1480.5436048461338,0.2166360848957563,-9.525457589871689,-6.975756790227759,0.0,-0.2166360848957563
2012-01-01 - 2012-01-03,27.166666666666668,12.733333333333334,33.2,52.5,2011-2012,454.63536996492735,1442.0990700000139,0.14161749392572023,431.3901795013549,5.112930493147879,1432.0158275000144,0.6992059498380592,431.4369987760868,5.102632289834859,1432.083706666681,0.6944989801104752,431.468737707449,5.09565110591055,1432.158644166681,0.6893025618089361,0.010853115568371676,0.018210476229409456,0.004740112878862051,0.009973120682318372
2012-01-13 - 2012-01-14,33.666666666666664,6.327272727272728,19.2,47.900000000000006,2011-2012,125.46603731143912,1457.2715000000076,0.37799375216938563,81.3479136194072,35.163399305040095,1457.2715000000076,0.0,82.23057715530842,34.45989136391478,1414.1930344890206,2.956104302526104,79.43194688110731,36.69047928569172,1355.0531178058131,7.014367754683591,1.0850475404087718,-2.3552745891724918,-2.956104302526104,-7.014367754683591
2012-02-01 - 2012-02-02,22.666666666666668,10.028571428571428,16.0,60.0,2011-2012,279.95036610716807,1437.634025000004,0.2744099953725127,193.04991401697077,31.041378262363423,1408.2262341017872,2.0455686486841906,204.54084020846892,26.936748448413013,1298.7581089629405,9.660032638491781,188.80656197923142,32.557129821021846,1384.1785085159208,3.7182979502786146,5.9523083706154845,-2.1980595326068513,-7.773475773135918,-1.7076606729461195
2012-02-28 - 2012-03-04,112.0,3.0,13.199999999999998,87.0,2011-2012,184.46583643694805,1577.580260000006,0.5245549804317636,45.09393629245174,75.55431555053002,1577.580260000006,0.0,54.502526222551516,70.45386437115096,1577.580260000006,0.0,55.61303945718431,69.85184870468234,1567.1351173098737,0.6620989723928405,20.864423697859085,23.327090135826886,0.0,-0.6620989723928405
2012-12-20 - 2012-12-22,35.166666666666664,5.836363636363636,18.4,51.3,2012-2013,392.76936266244917,1451.391589999999,0.411662617146824,120.08646225504722,69.42570534498358,1297.1968988412282,10.623920671799606,122.04204105639445,68.92781040020199,1442.7548107877947,0.5950688478361914,118.14409983178484,69.92023536893855,1397.9774290030814,3.680203286620786,1.6284756538117073,-1.6174699352347217,11.22095744112492,7.769100454362739
2013-01-05 - 2013-01-06,17.166666666666668,24.1,32.599999999999994,84.9,2012-2013,649.2214778192337,1427.3037050000053,0.23785284590467376,519.857727481889,19.925981311013267,916.7929281624442,35.76749468590212,520.1037200301653,19.888090921264833,1083.8905372610993,24.060272984361422,519.9975630633328,19.904442346850605,904.4568071325169,36.631790139400394,0.047319205865768876,0.02689881751322972,18.226319593626652,-1.3455733187921697
2013-01-06 - 2013-01-10,86.0,8.515384615384615,25.800000000000004,115.4,2012-2013,664.9879105187423,1535.2379600000088,0.2846782903872859,527.9419554475863,20.608788957418707,1535.202430000009,0.0023142992113014452,527.9333490839547,20.61008317096688,1535.209360000009,0.0018629033898998454,527.9202123471877,20.612058656018448,1535.2263550000089,0.0007559088755151444,-0.0016301723215689967,-0.0041184641937098265,0.00045140626829330674,0.0015584264024362411
2013-01-30 - 2013-02-02,71.83333333333333,4.527272727272728,12.6,87.0,2012-2013,134.72427880867662,1515.694865000001,0.5106129736163459,86.23739737285084,35.98971311227616,1515.694865000001,0.0,89.13146405454793,33.841572697431566,1515.694865000001,0.0,83.2027389753078,38.24220867163454,1515.694865000001,0.0,3.355929990772431,-3.518958700043525,0.0,0.0
2013-12-10 - 2013-12-12,44.833333333333336,9.042857142857144,18.6,53.3,2013-2014,207.30484932598722,1468.8887699999977,0.3212996389891697,202.1854226124137,2.469516140224588,1468.8887699999977,0.0,202.15684347431917,2.4833021843945375,1468.8887699999977,0.0,202.15368232123896,2.4848270657904585,1468.8887699999977,0.0,-0.01413511306861828,-0.015698605153937256,0.0,0.0
2013-12-12 - 2013-12-14,49.333333333333336,9.48,16.4,156.7,2013-2014,508.4175417167475,1479.4400750000111,0.25017357093265447,365.9513477940504,28.021494585265255,1479.4400750000111,0.0,374.22841272874115,26.39348920473845,1391.2098344805981,5.963758993037438,376.29261738168157,25.987483415486896,1456.6477177556433,1.5406069924371677,2.2617938107305253,2.8258591339991552,-5.963758993037438,-1.5406069924371677
2014-03-12 - 2014-03-13,33.666666666666664,9.98181818181818,19.6,58.5,2013-2014,286.0634459169586,1452.9064250000008,0.6428323498785145,174.9312266823759,38.84880113862688,1326.5995435891823,8.693394098716194,186.0200347622044,34.97245544046051,1342.8083006913369,7.577784942940417,186.56483646207565,34.78200758434771,1306.7242592680007,10.06136136620086,6.338952907454626,6.650390556525965,1.2218274294216125,-1.4982128116377957
2014-11-16 - 2014-11-16,7.333333333333333,38.2,38.2,50.7,2014-2015,667.89088448318,1410.006424999999,0.14989590562109645,581.4733464921703,12.938870704588274,1274.1285030594229,9.636688140664049,574.9488876392165,13.915745670923899,1257.7996636438377,10.794756581067448,582.8490809320408,12.732888788704658,1173.0064546832498,16.80843194148915,-1.1220563921482578,0.2365945830827534,-1.281569274714174,-7.93656590629281
2014-11-25 - 2014-11-27,61.833333333333336,8.242105263157896,17.0,104.9,2014-2015,391.58944907671156,1502.6596575000053,0.152350724062686,302.561822816654,22.734939991352327,1502.3581200000053,0.020066919245151416,299.9885685797527,23.392070627269227,1502.6596575000053,0.0,303.6290223907326,22.4624097746688,1498.9201000589835,0.24886256993439,-0.8504887407624506,0.3527211609659313,0.020070946865850724,-0.2288415721427198
2015-01-07 - 2015-01-10,68.5,8.428571428571429,15.8,97.7,2014-2015,243.91066288579785,1510.1132199999993,0.04959333465582226,244.08443911787143,-0.0712458528944848,1510.1132199999993,0.0,244.0804198070099,-0.06959799100358467,1500.5211487241522,0.6351888817877545,248.93105432913936,-2.058291090657288,1510.1132199999993,0.0,-0.0016466886934959322,1.985630558336183,-0.6351888817877545,0.0
2015-01-14 - 2015-01-16,41.66666666666666,5.953846153846154,9.4,42.50000000000001,2014-2015,248.21668467639327,1464.633140000014,0.6559289086364899,160.34408329654127,35.401569195243205,1232.4003593993134,15.856037546760575,152.92544938349718,38.39034246111611,1295.807901343133,11.52679357350056,153.37470338612945,38.20934979206246,1228.823485027518,16.10025394977023,-4.626696389740821,-4.346515173573699,5.14504409709237,-0.2902363947328606
2015-04-10 - 2015-04-12,47.0,5.6,17.0,54.9,2014-2015,331.5332979739667,1472.3867400000172,0.6600944182171619,125.11323387001062,62.262241942335756,1407.3786156825217,4.415152795894827,130.6745616937721,60.58478515059046,1322.163170136188,10.202724989483906,127.9569814807456,61.4044856843329,1357.0607808134273,7.832586103470923,4.445035630315133,2.2729390990640996,-6.054905524126334,-3.575287723459712
2015-12-17 - 2015-12-18,26.0,6.9,13.6,49.7,2015-2016,94.649564660887,1442.1278000000104,0.3613328705310656,62.05057661273949,34.44177283323387,1442.1278000000104,0.0,62.914659676997346,33.528844107831155,1442.1278000000104,0.0,66.09672086759362,30.166904513077554,1438.6320508890026,0.2424021720549197,1.3925463894568413,6.520719831672637,0.0,-0.2424021720549197
2016-02-21 - 2016-02-22,29.83333333333333,11.266666666666666,15.4,42.0,2015-2016,128.07559572020403,1448.359025000015,0.28323498785144047,128.07559572020403,0.0,1448.359025000015,0.0,135.7765583430053,-6.012825924795932,1439.1189766916154,0.6379667022407957,128.07559572020403,0.0,1448.359025000015,0.0,6.012825924795932,0.0,-0.6379667022407957,0.0
2016-12-01 - 2016-12-02,27.166666666666668,12.800000000000002,20.4,93.0,2016-2017,564.4988493037939,1443.4812950000114,0.4363068379035057,406.64991334677586,27.962667444175633,1289.1709334468653,10.690153179514867,406.7884693118525,27.93812249333162,1231.3586058837905,14.695215646436157,411.09329423835237,27.175530163549357,1287.30368213485,10.81951067922637,0.03407254262919092,1.0926796602529607,-4.484457883990731,-0.14484125134769824
2016-12-27 - 2016-12-28,22.666666666666668,7.885714285714284,9.4,48.1,2016-2017,246.36360243627394,1437.634025000005,0.3114298935677927,161.18001682722007,34.57636792394608,1410.9924761406585,1.8531523597840898,168.95902069074535,31.418838245617298,1318.7168632230635,8.271726997901375,163.1268872254161,33.786125218066005,1355.3468021309827,5.723794890637904,4.826283069485049,1.207885714693171,-6.53976647487072,-3.9437257781754873
2017-02-13 - 2017-02-16,59.66666666666666,3.266666666666667,10.2,55.900000000000006,2016-2017,126.91304228001852,1492.1105899999989,0.7442721592224022,45.424329512047464,64.20830460290749,1492.1105899999989,0.0,46.48813994788266,63.37008465582906,1492.1105899999989,0.0,57.660773978638034,54.566707295995315,1492.1105899999989,0.0,2.341939765017444,26.938084938260264,0.0,0.0
2018-01-24 - 2018-01-26,50.0,6.960000000000001,19.8,70.30000000000001,2017-2018,271.6519521174714,1480.4246300000075,0.28789632029622775,156.73083127824407,42.30454445235556,1479.936536539339,0.03296982843824673,163.4474480226594,39.83203626971205,1451.3736444176848,1.9623414116207025,156.70746708092912,42.31314523623833,1479.7839837810204,0.043274490710618264,4.285447023815829,-0.014907212017186968,-1.9300079034770767,-0.010308060822339971
2018-02-16 - 2018-02-18,25.33333333333333,10.875,20.200000000000003,51.89999999999999,2017-2018,342.06702296504193,1439.8154900000065,0.5216938562998958,197.7218754517492,42.19791380709748,1206.090767531051,16.2329634659615,203.6833341282872,40.4551387728764,1205.3008153976964,16.28782828293569,194.34672311556164,43.1846070892887,1179.1089885500176,18.106938233452944,3.0150728961666142,-1.7070201911023342,-0.06549690575706862,-2.23712673269748
2018-12-06 - 2018-12-08,61.5,9.094736842105265,23.4,176.5,2018-2019,580.4905981873076,1504.126880000004,0.5318389208490379,402.72246338778615,30.62377501972233,1405.4500438962045,6.5604064002764915,400.37587184757666,31.028017835633072,1394.4541347724617,7.2914557066849275,400.5420372465596,30.99939284161908,1478.2620197164933,1.7195929829743144,-0.5826820586240623,-0.5414215345437581,-0.7823763762716099,5.180687576659689
2019-12-25 - 2019-12-28,69.83333333333333,4.4,17.0,103.3,2019-2020,233.3441938474199,1511.0423600000095,0.2602658202737552,121.6125070094044,47.882779937980835,1511.0423600000095,0.0,124.23562519982356,46.75863875102061,1511.0423600000095,0.0,127.86184461929166,45.20461704613978,1511.0423600000095,0.0,2.156947714445452,5.1387293655610575,0.0,0.0
2020-01-04 - 2020-01-05,26.666666666666668,21.15,28.6,61.900000000000006,2019-2020,622.1633098759228,1444.7018000000012,0.13016313779937522,590.8845764559363,5.027415298119127,1442.7294478515053,0.13652313221288487,590.8845764559363,5.027415298119127,1437.652245778125,0.4879591222130527,590.8845764559363,5.027415298119127,1442.7294478515053,0.13652313221288487,0.0,0.0,-0.35191643734320077,0.0
2020-01-08 - 2020-01-10,41.0,12.692307692307692,27.200000000000003,86.7,2019-2020,640.1418361368386,1462.874240000005,0.21993890585948347,492.4642044828072,23.069517303422018,1462.874240000005,0.0,495.6764154679097,22.56772054467747,1462.874240000005,0.0,496.40175324809235,22.45441162792865,1462.874240000005,0.0,0.6522729887497124,0.799560400419443,0.0,0.0
2020-01-18 - 2020-01-20,39.833333333333336,11.45,19.4,101.0,2019-2020,540.5329236308442,1460.849360000012,0.19327964454318244,396.89072226214853,26.574181717522126,1457.7137173952729,0.21464517085725435,390.86222122593165,27.689470125066755,1460.5932433333453,0.01753203811970612,390.7223552863577,27.715345688507824,1460.8214933333452,0.001907566066003938,-1.5189322143527009,-1.5541726298445926,0.197537136662043,0.21319521803125308
2020-01-21 - 2020-01-22,24.33333333333333,13.2,16.6,51.400000000000006,2019-2020,495.2532401893181,1438.9961000000064,0.3460603956959389,353.1842056465038,28.68613933520278,1086.0800037256008,24.525160024714733,353.35824573562314,28.65099769957152,1085.12535179546,24.5915015478183,353.1972083061685,28.683513878444597,1028.9014169669804,28.498665356565194,0.04927742700179638,0.003681551852202177,-0.08789885891151347,-5.264675397989066
2020-03-12 - 2020-03-14,28.83333333333333,8.066666666666666,12.0,40.7,2019-2020,300.53864505192035,1442.5482200000044,0.5140576188823325,177.8731535761939,40.81521411482209,1177.6586803463376,18.362612492334293,180.43675164395344,39.96221297504631,1201.2133414634054,16.729761625340902,179.2982852071204,40.34102164260931,1136.5927828902463,21.20937330675554,1.4412506981619253,0.8012067039200503,2.0001263108034486,-3.4870797576097545
2020-11-04 - 2020-11-05,19.666666666666668,25.0,41.8,48.4,2020-2021,677.0250844457755,1435.8643999999983,0.5446552521980564,563.8959403975888,16.70974187622549,995.2457738943395,30.686646044407766,563.8529696379616,16.716088872904706,995.2365155610062,30.687290836028296,563.9019986343485,16.70884704427629,995.4809905610063,30.670264506801104,-0.007620334985374455,0.001074353675155384,-0.0009302559806057202,0.023634028180427473
2020-11-20 - 2020-11-21,21.166666666666668,45.51428571428571,81.8,104.7,2020-2021,818.2990311899034,1431.7631600000157,0.2827394724664507,818.2672315514394,0.0038860657598198314,1400.089856618318,2.212188738093899,818.2672313834939,0.0038860862835484733,1413.4227144775157,1.2809692297502455,818.2670365184322,0.00390989971290992,1422.3296827566853,0.6588713487592628,-2.052452623839767e-08,-2.3834879329172924e-05,0.9522858690942153,1.5884570574694328
2020-11-25 - 2020-11-26,26.666666666666668,19.95,47.6,49.39999999999999,2020-2021,665.3446790014694,1439.1370950000053,0.16417910447761194,612.1152152780912,8.0002839736035,1366.644636669131,5.03721699501284,611.4557024045968,8.099407464676466,1322.1556001862407,8.128585888043151,611.8673453868374,8.037538331994973,1325.5857462899392,7.89023847030124,-0.10774325764714723,-0.04049399280839459,-3.2553478270197305,-3.004357480907619
2020-12-15 - 2020-12-18,53.833333333333336,7.1647058823529415,19.0,70.5,2020-2021,325.5587248812978,1482.8083600000045,0.3133533904188845,184.954834229018,43.18848794592911,1482.8083600000045,0.0,196.2066286020484,39.732339020068515,1482.8083600000045,0.0,191.92432633116596,41.04770916486922,1482.8083600000045,0.0,6.083536242744548,3.7682129970812666,0.0,0.0
2021-02-16 - 2021-02-19,73.16666666666667,5.236363636363636,13.999999999999996,108.0,2020-2021,342.00497158110363,1517.7283250000098,0.7043915986807846,217.93961914965183,36.27589150470309,1266.060856460845,16.58185225864868,218.36021839987092,36.15291105553751,1239.3005657576557,18.345032813586865,218.82948382763016,36.01570093675186,1205.4228713795208,20.577164468514948,0.19298888924380125,0.40830789805468237,-2.1136654345348833,-4.789500028524061
2021-11-18 - 2021-11-20,50.0,14.52,35.0,71.5,2021-2022,695.520297491214,1478.999170000012,0.5021985651469567,685.1586588648299,1.4897679713675047,1443.3370117545553,2.411235852516165,686.4833613010455,1.299305889815911,1445.1848208676838,2.28629939882441,686.4833591769742,1.2993061952090588,1438.7717433362004,2.719908670659454,0.1933424352266624,0.19334212521506114,0.1280233998075241,-0.3162995462026737
