0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.1,0.0,0.07
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.1,0.0,0.0,0.08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.09,0.0,0.09,0.0,0.0,0.07,0.0,0.13,0.2
0.0,0.0,0.0,0.0,0.0,0.23,0.12,0.0,0.1,0.0,0.0,0.09,0.0,0.1,0.21,0.44,0.38,0.52
0.0,0.0,0.2,0.1,0.0,0.1,0.0,0.0,0.12,0.0,0.09,0.15,0.41,0.33,0.55,0.18,0.0,0.0
0.09,0.0,0.12,0.0,0.0,0.1,0.0,0.07,0.2,0.47,0.29,0.46,0.3,0.0,0.0,0.1,0.11,0.14
0.0,0.0,0.09,0.0,0.12,0.24,0.31,0.27,0.34,0.32,0.0,0.0,0.08,0.1,0.11,0.0,0.32,0.0
0.0,0.08,0.19,0.46,0.25,0.46,0.33,0.0,0.0,0.09,0.13,0.1,0.0,0.45,0.0,0.0,0.0,0.0
0.42,0.25,0.47,0.35,0.0,0.0,0.13,0.09,0.1,0.0,0.48,0.0,0.0,0.0,0.0,0.35,0.08,2.8
0.29,0.0,0.0,0.11,0.1,0.08,0.0,0.29,0.0,0.0,0.0,0.0,0.69,0.07,2.38,1.78,1.53,0.18
0.08,0.11,0.11,0.0,0.4,0.0,0.0,0.0,0.0,0.47,0.09,3.09,2.68,1.44,0.35,0.25,2.51,0.22
0.0,0.47,0.0,0.0,0.0,0.0,0.57,0.08,1.98,3.05,1.94,0.33,0.38,2.51,0.17,0.76,0.45,0.56
0.0,0.0,0.0,0.48,0.09,2.0,2.91,2.32,0.33,0.31,2.53,0.23,0.84,0.41,0.44,1.35,0.17,2.0
0.6,0.1,2.75,3.06,1.73,0.27,0.51,1.83,0.25,1.03,0.62,0.57,1.6,0.17,1.61,0.77,0.0,0.0
2.09,2.14,0.31,0.45,2.25,0.23,0.85,0.38,0.63,1.05,0.15,1.86,0.66,0.0,0.0,0.71,0.07,0.0
0.35,2.19,0.19,0.65,0.45,0.6,1.46,0.24,1.74,0.68,0.0,0.0,0.43,0.14,0.0,0.0,0.0,0.08
0.79,0.41,0.53,1.34,0.21,1.32,0.82,0.0,0.0,0.87,0.08,0.0,0.0,0.0,0.12,0.0,0.11,0.17
0.99,0.16,1.79,0.61,0.0,0.0,0.54,0.13,0.0,0.0,0.0,0.09,0.0,0.1,0.19,0.07,1.39,1.01
0.77,0.0,0.0,0.59,0.09,0.0,0.0,0.0,0.09,0.0,0.08,0.18,0.06,1.37,1.14,1.63,0.55,4.82
0.82,0.11,0.0,0.0,0.0,0.1,0.0,0.12,0.2,0.12,0.72,0.85,1.2,0.85,2.7,6.88,2.11,1.8
0.0,0.0,0.1,0.0,0.11,0.23,0.09,1.08,1.08,1.04,0.63,3.4,9.26,3.0,1.46,2.26,1.37,0.91
0.0,0.12,0.23,0.1,0.93,0.77,0.94,0.81,4.25,9.65,1.73,1.93,2.27,1.29,1.76,1.7,0.67,0.23
0.09,0.84,0.83,1.2,0.79,3.79,11.17,2.83,1.44,1.88,1.19,1.63,1.7,1.37,0.2,0.28,2.92,0.34
1.54,0.8,3.66,9.15,1.89,1.83,1.82,0.91,1.86,1.26,0.76,0.36,0.2,2.92,0.58,0.23,0.07,0.43
11.36,2.14,1.47,1.87,1.07,1.26,1.27,1.15,0.26,0.18,3.44,0.59,0.23,0.13,0.54,0.25,0.45,0.9
1.58,1.17,1.53,1.6,0.95,0.27,0.15,2.05,0.47,0.25,0.11,0.45,0.28,0.54,1.18,0.65,2.02,0.54
1.28,0.82,0.35,0.19,2.78,0.59,0.2,0.09,0.41,0.46,0.61,1.05,1.38,2.0,0.29,0.0,0.0,0.0
0.18,2.81,0.51,0.19,0.11,0.36,0.38,0.57,0.64,1.2,1.43,0.32,0.0,0.0,0.0,0.45,0.81,0.07
0.24,0.09,0.46,0.46,0.6,0.79,1.05,1.44,0.3,0.0,0.0,0.0,0.81,0.72,0.1,0.0,0.0,0.0
0.45,0.5,1.08,0.91,1.49,0.47,0.0,0.0,0.0,0.56,0.87,0.13,0.0,0.0,0.0,0.0,0.0,0.09
0.85,1.5,0.45,0.0,0.0,0.0,0.49,0.87,0.12,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0
0.0,0.0,0.0,0.56,0.82,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0
0.58,0.72,0.11,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,1.17
0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.1,0.55,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.07,0.77,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.12,0.0,0.12,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.12,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.12
0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.26,1.66,0.07,0.0
0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.18,1.71,0.1,0.0,0.0,0.0,1.76
0.48,0.0,0.0,0.0,0.0,0.0,1.77,0.0,0.23,3.0,0.09,0.0,0.0,0.0,1.15,0.45,0.1,0.11
0.0,0.0,0.0,2.5,0.0,0.17,2.32,0.09,0.0,0.0,0.0,1.05,0.65,0.08,0.08,0.12,1.03,0.09
2.55,0.0,0.2,3.14,0.09,0.0,0.0,0.0,1.5,0.62,0.09,0.09,0.12,1.15,0.06,0.0,0.0,0.0
2.51,0.1,0.0,0.0,0.0,1.58,0.57,0.09,0.07,0.09,0.83,0.08,0.0,0.0,0.0,0.68,0.17,0.0
0.0,0.0,1.78,0.41,0.12,0.12,0.12,1.0,0.12,0.0,0.0,0.0,0.33,0.13,0.0,0.0,0.0,0.0
0.41,0.11,0.09,0.12,1.08,0.09,0.0,0.0,0.0,0.44,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09,1.05,0.1,0.0,0.0,0.0,0.53,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.12
0.0,0.0,0.0,0.56,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.11,0.0,0.1,0.09
0.43,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.11,0.0,0.09,0.14,0.72,0.62,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.13,0.08,0.6,0.63,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.6,0.11,0.0,0.1,0.1,0.72,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.57,0.08,0.0,0.11,0.11,0.43,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.7,0.71
0.0,0.1,0.09,0.55,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.91,0.62,0.11,3.19,0.16
0.53,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,1.08,0.62,0.14,4.07,0.2,0.09,0.45,0.68
